-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/31/2018 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN       MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WS10M_RANGE     MERRA-2 Wind Speed at 10 Meters Range (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
WS50M_MAX       MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
WS50M_MIN       MERRA-2 Wind Speed at 50 Meters Minimum (m/s) 
WS50M_RANGE     MERRA-2 Wind Speed at 50 Meters Range (m/s) 
WD50M           MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
LAT,LON,YEAR,DOY,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
18.25,104.25,2018,2,11.32,84.06,0.07,96.4,1.74,2.27,1.27,1.0,54.34,3.39,4.23,2.48,1.75,55.99
18.25,104.75,2018,2,11.08,85.99,0.14,94.74,1.6,2.26,1.16,1.1,54.36,3.18,4.11,2.42,1.69,56.08
18.25,105.25,2018,2,11.33,88.5,0.24,95.33,1.82,2.82,1.19,1.64,53.85,3.23,4.45,2.33,2.12,55.5
18.25,105.75,2018,2,12.08,89.62,0.35,98.19,2.38,3.63,1.56,2.08,54.24,3.54,4.76,2.51,2.25,55.72
18.25,106.25,2018,2,12.79,85.88,0.38,100.94,3.05,3.88,2.54,1.34,57.47,3.94,4.83,3.36,1.47,58.47
18.25,106.75,2018,2,13.03,81.85,0.25,101.39,3.56,4.49,3.11,1.38,60.14,4.02,5.04,3.45,1.59,61.14
18.75,103.25,2018,2,10.78,84.36,0.01,93.26,1.28,1.6,0.88,0.72,81.08,2.55,3.55,1.71,1.84,81.29
18.75,103.75,2018,2,10.83,84.78,0.03,94.16,1.23,1.5,0.83,0.67,61.53,2.52,3.3,1.82,1.48,61.22
18.75,104.25,2018,2,10.76,86.46,0.1,93.91,1.23,1.56,0.91,0.65,58.38,2.62,3.16,2.14,1.02,59.89
18.75,104.75,2018,2,10.87,88.49,0.16,94.94,1.43,2.08,1.03,1.06,56.34,2.73,3.54,2.05,1.49,57.93
18.75,105.25,2018,2,11.49,89.55,0.22,97.76,2.05,3.07,1.39,1.68,53.99,3.14,4.15,2.16,1.99,55.06
18.75,105.75,2018,2,12.4,88.39,0.25,101.01,2.89,4.1,2.05,2.05,52.71,3.7,4.73,2.62,2.11,53.41
18.75,106.25,2018,2,12.79,83.81,0.2,101.51,3.34,4.3,2.88,1.42,56.69,3.77,5.04,3.14,1.9,57.56
18.75,106.75,2018,2,12.81,80.64,0.11,101.55,3.4,4.82,2.9,1.92,59.61,3.68,5.29,3.05,2.24,60.66
19.25,103.25,2018,2,10.59,85.19,0.01,89.89,0.94,1.23,0.71,0.52,108.08,1.93,2.64,1.35,1.29,109.21
19.25,103.75,2018,2,10.22,85.94,0.04,90.33,0.94,1.15,0.7,0.45,87.0,1.94,2.46,1.55,0.92,85.66
19.25,104.25,2018,2,10.37,88.11,0.13,92.25,0.94,1.28,0.66,0.63,82.6,2.08,2.56,1.62,0.94,83.56
19.25,104.75,2018,2,10.72,88.98,0.2,95.33,1.26,1.79,0.93,0.86,73.23,2.41,3.05,1.72,1.34,74.5
19.25,105.25,2018,2,11.41,89.16,0.24,98.61,1.97,2.69,1.42,1.28,64.87,3.03,3.86,2.05,1.8,65.71
19.25,105.75,2018,2,12.27,88.38,0.24,101.06,2.88,3.78,2.05,1.73,61.11,3.74,4.75,2.59,2.15,61.66
19.25,106.25,2018,2,12.79,85.38,0.18,101.56,3.55,4.64,2.81,1.82,63.16,4.01,5.36,3.04,2.32,64.06
19.25,106.75,2018,2,12.86,83.18,0.08,101.58,3.8,5.03,3.14,1.89,65.11,4.19,5.52,3.32,2.2,66.09
19.75,103.25,2018,2,10.82,85.2,0.02,89.56,0.86,1.27,0.58,0.69,116.26,1.83,2.86,1.11,1.75,119.04
19.75,103.75,2018,2,10.13,86.25,0.05,89.08,0.94,1.21,0.7,0.52,108.91,1.92,2.69,1.43,1.26,109.84
19.75,104.25,2018,2,10.13,88.15,0.14,91.07,0.91,1.27,0.62,0.66,111.61,2.01,2.46,1.4,1.06,112.99
19.75,104.75,2018,2,10.41,88.78,0.22,93.91,1.11,1.7,0.67,1.03,102.94,2.17,2.91,1.23,1.68,104.48
19.75,105.25,2018,2,11.13,89.12,0.27,97.57,1.71,2.56,0.98,1.58,87.96,2.72,3.88,1.42,2.45,89.23
19.75,105.75,2018,2,12.07,89.29,0.27,100.88,2.66,3.72,1.62,2.11,74.77,3.6,4.98,2.08,2.91,75.66
19.75,106.25,2018,2,12.6,88.44,0.21,101.55,3.7,4.82,2.55,2.27,74.59,4.43,5.67,2.94,2.73,75.66
19.75,106.75,2018,2,12.82,87.76,0.1,101.6,4.29,5.26,3.35,1.91,73.47,4.94,6.06,3.68,2.38,74.31
20.25,103.25,2018,2,11.05,86.02,0.05,90.38,0.77,1.27,0.37,0.89,107.2,1.7,2.93,0.8,2.13,110.22
20.25,103.75,2018,2,10.22,86.34,0.08,89.29,0.92,1.2,0.72,0.47,115.25,1.93,2.78,1.48,1.3,118.09
20.25,104.25,2018,2,10.03,88.09,0.16,91.06,1.05,1.45,0.74,0.71,123.18,2.17,2.85,1.53,1.32,125.32
20.25,104.75,2018,2,10.33,88.92,0.24,93.85,1.23,1.98,0.64,1.34,123.22,2.27,3.17,1.15,2.02,125.12
20.25,105.25,2018,2,10.99,89.46,0.29,97.39,1.74,2.93,0.8,2.13,110.35,2.75,4.1,1.2,2.9,111.81
20.25,105.75,2018,2,11.74,90.01,0.27,100.59,2.58,4.17,1.38,2.79,91.95,3.66,5.39,1.93,3.46,92.88
20.25,106.25,2018,2,12.18,90.53,0.21,101.55,3.56,5.25,2.28,2.97,87.88,4.68,6.2,3.02,3.18,89.0
20.25,106.75,2018,2,12.49,90.48,0.12,101.6,4.37,5.62,3.23,2.39,82.1,5.22,6.65,3.78,2.87,82.95
18.25,103.25,2018,3,12.32,83.72,0.03,97.21,2.26,3.45,1.46,1.99,57.68,4.01,5.14,2.67,2.47,58.36
18.25,103.75,2018,3,12.63,84.62,0.11,97.92,2.17,3.36,1.45,1.91,48.03,3.98,4.8,2.54,2.26,49.03
18.25,104.25,2018,3,12.44,86.18,0.38,96.35,1.83,2.81,1.24,1.56,50.86,3.56,4.68,2.39,2.28,52.33
18.25,104.75,2018,3,12.15,88.27,0.62,94.68,1.66,2.56,1.13,1.43,50.29,3.31,4.67,2.41,2.26,51.79
18.25,105.25,2018,3,12.46,90.79,1.13,95.27,2.01,3.17,1.34,1.83,48.36,3.6,5.03,2.74,2.3,49.74
18.25,105.75,2018,3,13.37,92.55,1.66,98.1,2.84,4.29,1.93,2.36,46.98,4.34,5.6,3.3,2.3,48.12
18.25,106.25,2018,3,14.22,91.25,1.46,100.84,3.71,4.67,2.81,1.86,47.88,4.96,5.77,3.82,1.95,48.47
18.25,106.75,2018,3,14.56,87.85,0.74,101.28,4.4,4.91,3.66,1.24,53.08,5.13,5.72,4.25,1.47,53.64
18.75,103.25,2018,3,11.41,85.58,0.03,93.22,1.41,1.93,0.82,1.1,74.39,2.62,3.33,1.65,1.68,74.79
18.75,103.75,2018,3,11.66,86.5,0.14,94.12,1.34,1.88,0.81,1.07,56.44,2.72,3.39,1.66,1.72,56.19
18.75,104.25,2018,3,11.76,88.92,0.45,93.86,1.25,1.85,0.86,0.99,55.21,2.78,3.75,2.03,1.72,56.54
18.75,104.75,2018,3,11.94,90.98,0.79,94.89,1.49,2.37,0.94,1.42,51.98,3.08,4.18,2.35,1.83,53.21
18.75,105.25,2018,3,12.66,92.24,1.21,97.68,2.49,3.83,1.63,2.2,48.07,4.05,5.23,3.11,2.11,48.78
18.75,105.75,2018,3,13.71,92.38,1.5,100.91,3.95,5.53,2.84,2.69,45.76,5.32,6.46,4.16,2.29,46.18
18.75,106.25,2018,3,14.25,91.16,1.22,101.41,4.84,5.67,3.86,1.81,48.28,5.71,6.5,4.68,1.83,48.78
18.75,106.75,2018,3,14.5,88.48,0.55,101.44,5.1,5.6,4.12,1.49,51.78,5.74,6.32,4.75,1.57,52.33
19.25,103.25,2018,3,10.8,87.35,0.03,89.88,1.04,1.41,0.58,0.83,102.42,1.97,2.53,1.24,1.29,102.99
19.25,103.75,2018,3,10.8,88.38,0.11,90.31,1.0,1.41,0.66,0.75,81.5,2.11,2.73,1.43,1.3,80.19
19.25,104.25,2018,3,11.27,90.3,0.37,92.21,1.01,1.48,0.7,0.77,75.38,2.29,3.08,1.81,1.27,75.26
19.25,104.75,2018,3,11.75,90.99,0.66,95.27,1.38,2.15,0.9,1.24,64.82,2.92,3.68,2.32,1.36,65.48
19.25,105.25,2018,3,12.51,91.69,0.92,98.53,2.48,3.63,1.7,1.92,55.84,4.1,4.9,3.27,1.63,56.44
19.25,105.75,2018,3,13.42,92.49,1.07,100.97,4.07,5.38,3.06,2.31,52.01,5.46,6.35,4.46,1.89,52.18
19.25,106.25,2018,3,13.98,92.34,1.02,101.47,5.35,6.09,4.49,1.6,54.53,6.19,6.88,5.18,1.71,55.12
19.25,106.75,2018,3,14.25,90.94,0.5,101.47,5.9,6.39,4.89,1.51,56.51,6.66,7.35,5.53,1.82,57.15
19.75,103.25,2018,3,10.77,87.94,0.08,89.56,0.96,1.38,0.44,0.94,114.08,1.96,2.82,0.93,1.89,115.56
19.75,103.75,2018,3,10.5,88.97,0.09,89.07,0.99,1.5,0.7,0.8,103.41,2.12,2.81,1.46,1.36,104.31
19.75,104.25,2018,3,10.86,90.14,0.24,91.04,1.02,1.49,0.73,0.76,102.26,2.16,2.97,1.64,1.33,102.66
19.75,104.75,2018,3,11.29,90.74,0.43,93.87,1.32,2.03,0.9,1.13,88.04,2.56,3.39,1.82,1.58,88.64
19.75,105.25,2018,3,12.03,91.52,0.6,97.51,2.2,3.29,1.51,1.78,72.42,3.54,4.42,2.6,1.82,73.1
19.75,105.75,2018,3,12.94,92.54,0.74,100.81,3.6,4.88,2.62,2.26,63.24,4.92,5.82,3.89,1.93,63.77
19.75,106.25,2018,3,13.43,93.09,0.81,101.47,5.05,5.89,4.07,1.82,64.47,6.13,6.79,4.96,1.84,65.22
19.75,106.75,2018,3,13.7,92.94,0.48,101.5,6.11,6.82,4.8,2.01,64.49,7.09,8.17,5.41,2.77,65.19
20.25,103.25,2018,3,10.88,88.34,0.48,90.39,0.83,1.21,0.25,0.96,111.64,1.86,2.93,0.54,2.39,112.91
20.25,103.75,2018,3,10.47,88.97,0.3,89.28,0.96,1.43,0.62,0.81,114.44,2.11,2.78,1.34,1.44,116.78
20.25,104.25,2018,3,10.69,90.12,0.27,91.04,1.12,1.69,0.78,0.91,116.61,2.3,3.14,1.6,1.54,118.26
20.25,104.75,2018,3,11.15,90.91,0.34,93.81,1.42,2.3,0.94,1.36,107.56,2.56,3.56,1.56,2.0,108.72
20.25,105.25,2018,3,11.8,91.56,0.44,97.34,2.13,3.48,1.33,2.16,92.62,3.33,4.53,2.03,2.5,93.46
20.25,105.75,2018,3,12.48,92.15,0.52,100.52,3.22,4.9,2.05,2.85,79.15,4.58,5.85,3.15,2.7,79.84
20.25,106.25,2018,3,12.85,92.62,0.59,101.47,4.37,5.64,3.07,2.56,76.5,5.88,6.69,4.37,2.32,77.34
20.25,106.75,2018,3,13.07,92.98,0.46,101.52,5.71,6.56,4.17,2.39,72.1,6.89,8.24,4.97,3.27,72.89
18.25,103.25,2018,4,13.23,81.91,0.01,97.14,1.78,2.68,0.87,1.81,58.24,3.12,4.93,1.25,3.68,59.23
18.25,103.75,2018,4,13.52,82.69,0.03,97.84,1.65,2.56,0.55,2.01,48.09,2.98,4.4,0.74,3.66,50.16
18.25,104.25,2018,4,13.45,84.29,0.13,96.26,1.32,2.11,0.3,1.81,51.17,2.59,3.81,0.54,3.28,54.06
18.25,104.75,2018,4,13.23,86.84,0.25,94.6,1.17,1.79,0.49,1.3,53.53,2.39,3.4,0.95,2.45,55.86
18.25,105.25,2018,4,13.46,89.77,0.51,95.17,1.44,2.24,0.87,1.38,57.77,2.63,3.68,1.59,2.09,59.91
18.25,105.75,2018,4,14.21,92.26,0.79,97.98,2.07,3.2,1.32,1.88,63.61,3.23,4.4,2.23,2.17,65.96
18.25,106.25,2018,4,15.01,93.31,0.75,100.71,2.64,3.48,1.87,1.61,67.91,3.69,4.49,2.76,1.73,69.19
18.25,106.75,2018,4,15.33,90.69,0.35,101.16,3.19,4.0,2.4,1.6,65.23,3.85,4.9,2.77,2.13,66.01
18.75,103.25,2018,4,12.38,83.99,0.02,93.16,1.12,1.67,0.48,1.2,84.42,2.01,3.28,0.71,2.56,85.31
18.75,103.75,2018,4,12.7,85.72,0.06,94.04,1.1,1.54,0.39,1.15,65.5,2.11,3.12,0.73,2.39,66.66
18.75,104.25,2018,4,12.79,87.72,0.16,93.77,0.97,1.38,0.38,0.99,58.4,2.02,2.78,0.77,2.01,60.28
18.75,104.75,2018,4,12.95,89.01,0.27,94.78,1.08,1.54,0.62,0.92,62.94,2.19,2.98,1.24,1.74,60.69
18.75,105.25,2018,4,13.56,90.69,0.42,97.56,1.71,2.64,1.08,1.56,65.66,2.84,3.91,1.71,2.2,63.27
18.75,105.75,2018,4,14.5,92.89,0.53,100.77,2.58,4.06,1.57,2.5,64.24,3.61,4.96,2.05,2.91,65.84
18.75,106.25,2018,4,15.11,94.69,0.44,101.28,2.82,3.99,1.71,2.28,67.56,3.54,4.68,2.46,2.23,68.72
18.75,106.75,2018,4,15.25,91.86,0.23,101.32,3.13,3.92,2.35,1.56,65.44,3.64,4.67,2.85,1.82,66.02
19.25,103.25,2018,4,11.81,85.58,0.04,89.83,0.8,1.29,0.41,0.87,123.4,1.44,2.41,0.62,1.78,124.81
19.25,103.75,2018,4,11.93,87.53,0.06,90.25,0.86,1.2,0.5,0.7,95.0,1.55,2.25,0.9,1.34,96.28
19.25,104.25,2018,4,12.32,89.36,0.15,92.12,0.88,1.18,0.52,0.65,80.1,1.65,2.22,1.0,1.23,80.93
19.25,104.75,2018,4,12.77,89.46,0.25,95.15,1.08,1.49,0.7,0.79,79.47,2.1,2.86,1.31,1.55,76.92
19.25,105.25,2018,4,13.45,90.33,0.34,98.38,1.7,2.54,1.06,1.48,78.57,2.86,3.93,1.64,2.29,76.32
19.25,105.75,2018,4,14.28,92.69,0.39,100.81,2.57,3.96,1.56,2.4,74.44,3.66,5.03,2.05,2.98,75.81
19.25,106.25,2018,4,14.89,95.44,0.35,101.32,3.14,4.51,2.03,2.48,75.69,3.96,5.52,2.82,2.7,76.66
19.25,106.75,2018,4,15.04,93.99,0.2,101.34,3.58,5.0,2.73,2.27,71.21,4.29,6.05,3.3,2.76,71.76
19.75,103.25,2018,4,11.7,85.21,0.06,89.51,0.73,1.13,0.33,0.79,152.35,1.39,2.46,0.56,1.9,153.49
19.75,103.75,2018,4,11.63,87.44,0.06,89.01,0.8,1.12,0.4,0.72,127.25,1.42,2.12,0.78,1.34,130.06
19.75,104.25,2018,4,12.02,89.21,0.12,90.96,0.85,1.22,0.46,0.75,116.5,1.5,2.2,0.81,1.39,118.26
19.75,104.75,2018,4,12.41,89.26,0.19,93.75,1.04,1.53,0.62,0.91,109.28,1.86,2.79,1.03,1.76,107.19
19.75,105.25,2018,4,13.13,89.96,0.29,97.35,1.63,2.48,1.0,1.48,100.0,2.64,3.86,1.5,2.37,98.14
19.75,105.75,2018,4,14.02,92.12,0.37,100.63,2.61,3.88,1.68,2.2,90.02,3.74,5.25,2.3,2.95,91.9
19.75,106.25,2018,4,14.43,94.97,0.4,101.31,3.72,4.92,2.69,2.23,87.62,4.87,6.63,3.59,3.04,88.75
19.75,106.75,2018,4,14.51,95.44,0.24,101.35,4.43,6.34,3.38,2.96,78.9,5.49,7.92,3.95,3.96,79.55
20.25,103.25,2018,4,11.79,86.49,0.21,90.34,0.72,1.09,0.29,0.8,160.62,1.45,2.47,0.57,1.91,160.79
20.25,103.75,2018,4,11.57,87.47,0.17,89.22,0.75,1.06,0.29,0.77,151.75,1.43,2.21,0.62,1.58,153.56
20.25,104.25,2018,4,11.88,88.67,0.19,90.95,0.88,1.29,0.51,0.78,140.78,1.58,2.48,0.83,1.64,143.36
20.25,104.75,2018,4,12.33,88.76,0.23,93.69,1.06,1.66,0.45,1.21,130.53,1.81,2.98,0.71,2.27,129.0
20.25,105.25,2018,4,13.02,89.79,0.33,97.17,1.64,2.61,0.85,1.75,117.62,2.61,4.06,1.34,2.72,115.79
20.25,105.75,2018,4,13.75,91.89,0.45,100.34,2.69,3.98,1.77,2.21,104.5,4.0,5.62,2.74,2.87,106.35
20.25,106.25,2018,4,13.95,93.31,0.54,101.29,3.95,5.07,2.57,2.5,99.5,5.54,7.15,3.86,3.28,100.62
20.25,106.75,2018,4,13.92,94.66,0.36,101.35,4.79,6.56,3.52,3.04,87.28,6.12,8.39,4.42,3.96,88.08
18.25,103.25,2018,5,14.09,83.18,0.06,97.0,1.76,2.56,1.03,1.53,66.48,2.91,4.31,1.52,2.78,67.14
18.25,103.75,2018,5,14.28,83.16,0.09,97.7,1.6,2.35,0.76,1.59,58.91,2.7,3.97,1.14,2.82,59.94
18.25,104.25,2018,5,14.09,84.61,0.18,96.14,1.31,1.88,0.65,1.24,62.71,2.5,3.33,1.15,2.19,64.04
18.25,104.75,2018,5,13.71,87.05,0.3,94.49,1.23,1.74,0.79,0.95,59.76,2.46,3.15,1.63,1.52,61.26
18.25,105.25,2018,5,13.75,90.25,0.56,95.07,1.53,2.28,1.08,1.19,53.61,2.74,3.5,2.11,1.38,54.71
18.25,105.75,2018,5,14.33,93.23,0.83,97.88,2.21,3.2,1.56,1.63,45.89,3.35,4.18,2.52,1.67,46.33
18.25,106.25,2018,5,15.14,94.28,0.71,100.61,3.09,3.55,2.4,1.15,36.34,4.17,4.77,3.21,1.55,36.91
18.25,106.75,2018,5,15.67,93.18,0.68,101.04,4.01,4.72,3.0,1.72,32.29,4.72,5.56,3.39,2.16,32.68
18.75,103.25,2018,5,13.39,85.76,0.15,93.04,1.25,1.79,0.7,1.09,85.83,2.13,3.12,1.1,2.02,87.42
18.75,103.75,2018,5,13.58,86.66,0.2,93.92,1.19,1.57,0.61,0.96,69.66,2.15,3.02,1.19,1.83,70.09
18.75,104.25,2018,5,13.51,88.13,0.29,93.66,1.03,1.35,0.62,0.73,67.83,2.09,2.58,1.35,1.23,68.44
18.75,104.75,2018,5,13.47,89.36,0.41,94.68,1.18,1.72,0.75,0.98,67.36,2.33,2.97,1.64,1.33,68.54
18.75,105.25,2018,5,13.84,91.22,0.56,97.46,1.9,2.91,1.3,1.6,60.77,3.02,4.03,2.18,1.85,61.85
18.75,105.75,2018,5,14.53,93.48,0.63,100.67,3.04,4.37,2.2,2.17,49.12,4.01,5.25,2.87,2.38,49.56
18.75,106.25,2018,5,15.01,94.75,0.4,101.17,4.06,4.89,2.97,1.92,42.0,4.78,5.77,3.42,2.35,42.53
18.75,106.75,2018,5,15.43,93.5,0.29,101.2,4.77,5.78,3.31,2.47,38.35,5.37,6.48,3.58,2.9,38.76
19.25,103.25,2018,5,12.9,87.57,0.26,89.72,0.94,1.45,0.47,0.98,114.98,1.7,2.63,0.84,1.79,117.14
19.25,103.75,2018,5,12.88,88.59,0.29,90.14,0.96,1.3,0.64,0.66,93.41,1.72,2.39,1.12,1.26,94.09
19.25,104.25,2018,5,13.05,89.87,0.35,92.01,0.92,1.17,0.64,0.54,89.63,1.79,2.24,1.33,0.91,89.77
19.25,104.75,2018,5,13.28,89.78,0.43,95.04,1.15,1.71,0.78,0.93,84.88,2.18,2.92,1.48,1.44,85.65
